date,countries,tracker
25/03/2018,LK,4.310485018
25/03/2018,MN,7.938887675
25/03/2018,BN,3.338377635
25/03/2018,SG,21.01728975
25/03/2018,PH,5.477296993
25/03/2018,HK,4.024879528
25/03/2018,AU,1.525881396
25/03/2018,GE,7.550899869
25/03/2018,VN,6.586663624
25/03/2018,KG,13.85364715
25/03/2018,KR,2.118082935
25/03/2018,AM,0.626647647
25/03/2018,NZ,9.318445434
25/03/2018,AZ,10.6546061
25/03/2018,CN,12.2826206
01/04/2018,JP,10.3591433
01/04/2018,AU,8.79226235
01/04/2018,KG,5.106522545
01/04/2018,KZ,-2.843696747
01/04/2018,KR,12.74871674
01/04/2018,NZ,5.897064894
01/04/2018,ID,6.647218092
01/04/2018,MY,6.245675558
01/04/2018,CN,8.146139408
01/04/2018,IN,10.88918976
01/04/2018,GE,11.8637878
01/04/2018,AM,7.179580435
01/04/2018,AZ,9.656333464
01/04/2018,MN,12.08184828
01/04/2018,BN,-1.929661907
01/04/2018,HK,7.537443589
01/04/2018,PH,8.404674473
02/04/2018,SG,5.251617297
02/04/2018,TW,2.021448282
02/04/2018,LK,9.12421289
02/04/2018,TH,4.312523339
02/04/2018,VN,5.656407428
03/04/2018,VN,13.57120855
03/04/2018,SG,4.608953443
03/04/2018,LK,7.802147509
03/04/2018,TH,3.796696022
03/04/2018,TW,8.525325308
08/04/2018,PH,21.77432572
08/04/2018,AM,1.721168833
08/04/2018,MY,17.52835907
08/04/2018,GE,10.31572756
08/04/2018,NZ,14.23718764
08/04/2018,AZ,4.083053989
08/04/2018,KG,9.995211098
08/04/2018,BN,1.699562239
08/04/2018,KR,9.879381707
08/04/2018,ID,7.756560802
08/04/2018,KZ,22.51770501
08/04/2018,MN,8.57412948
08/04/2018,AU,8.593357678
08/04/2018,HK,12.10292069
08/04/2018,IN,15.77550082
08/04/2018,JP,3.250812571
08/04/2018,CN,11.58215267
11/04/2018,SG,5.850529154
11/04/2018,LK,0.382013417
11/04/2018,TH,9.365581616
11/04/2018,TW,3.7848821
11/04/2018,VN,10.43549549
15/04/2018,IN,20.92238484
15/04/2018,VN,8.566232822
15/04/2018,MN,13.79959454
15/04/2018,KG,10.35739885
15/04/2018,MY,6.667626951
15/04/2018,AZ,15.35902256
15/04/2018,BN,5.066871152
15/04/2018,LK,9.453788822
15/04/2018,TH,7.781294327
15/04/2018,GE,4.743223923
15/04/2018,HK,20.0519757
15/04/2018,TW,5.301896093
15/04/2018,CN,14.25407356
15/04/2018,JP,4.878804346
15/04/2018,AU,28.0048822
15/04/2018,KR,8.682525396
15/04/2018,NZ,9.992442916
15/04/2018,ID,9.374895477
15/04/2018,SG,7.859630592
15/04/2018,AM,5.08081947
15/04/2018,PH,9.667256005
15/04/2018,KZ,5.837423076
22/04/2018,JP,3.117821705
22/04/2018,HK,4.662396404
22/04/2018,SG,11.0406473
22/04/2018,AM,6.398712003
22/04/2018,MY,11.21818625
22/04/2018,KZ,7.794515156
22/04/2018,KR,7.510912041
22/04/2018,LK,10.24850045
22/04/2018,CN,9.523151669
22/04/2018,IN,8.088130921
22/04/2018,MN,17.83417209
22/04/2018,ID,10.01580962
22/04/2018,AU,9.287893973
22/04/2018,NZ,6.579473221
22/04/2018,VN,11.72305808
22/04/2018,KG,16.796897
22/04/2018,TH,6.153506694
22/04/2018,AZ,10.12997044
22/04/2018,TW,4.515448302
22/04/2018,PH,7.354872261
22/04/2018,BN,5.732469247
22/04/2018,GE,10.18715824
29/04/2018,AZ,-2.018711024
29/04/2018,AM,6.119285947
29/04/2018,PH,10.40451849
29/04/2018,IN,2.19030321
29/04/2018,VN,25.00891549
29/04/2018,SG,15.47680265
29/04/2018,TH,5.787595003
29/04/2018,BN,1.487998773
29/04/2018,KZ,8.017405601
29/04/2018,KR,5.295985298
29/04/2018,JP,12.23156186
29/04/2018,HK,3.087172321
29/04/2018,KG,15.38871309
29/04/2018,CN,7.999943067
29/04/2018,TW,6.82389733
29/04/2018,MN,3.355331
29/04/2018,NZ,4.503069083
29/04/2018,LK,9.812381918
29/04/2018,ID,4.220893509
29/04/2018,AU,5.840394123
29/04/2018,GE,3.040320815
29/04/2018,MY,6.38823594
06/05/2018,PH,6.141995223
06/05/2018,MN,13.68344406
06/05/2018,KR,3.706437128
06/05/2018,AU,15.97507087
06/05/2018,BN,2.387960976
06/05/2018,AM,15.86131514
06/05/2018,AZ,10.07788515
06/05/2018,KZ,4.749544195
06/05/2018,NZ,3.129468248
06/05/2018,HK,6.944719996
06/05/2018,KG,12.72093496
06/05/2018,CN,13.12928759
06/05/2018,IN,14.08829715
06/05/2018,ID,4.480886762
06/05/2018,MY,3.428408018
06/05/2018,GE,8.647097137
06/05/2018,JP,4.773346827
08/05/2018,VN,6.526611713
08/05/2018,SG,5.161691788
08/05/2018,TH,3.721047149
08/05/2018,LK,5.288727289
08/05/2018,TW,5.328707949
13/05/2018,MN,13.39947725
13/05/2018,PH,3.277232905
13/05/2018,TW,13.5561753
13/05/2018,AU,4.438750608
13/05/2018,BN,0.04953021
13/05/2018,KG,7.142872623
13/05/2018,ID,3.819663498
13/05/2018,VN,8.605020735
13/05/2018,KZ,5.979463374
13/05/2018,GE,9.826251162
13/05/2018,AZ,32.31828979
